关系ID,关系类型,起始节点ID,结束节点ID,关系属性
1371,CONTAINS,284,285,"{""confidence"": 0.6119999999999942}"
1372,ADJACENT_TO,286,287,"{""confidence"": 0.7085218040621264}"
1373,ADJACENT_TO,286,288,"{""confidence"": 0.6838117781760253}"
1374,ADJACENT_TO,289,286,"{""confidence"": 0.646}"
1375,ADJACENT_TO,290,286,"{""confidence"": 0.6080000000000001}"
1376,ADJACENT_TO,289,287,"{""confidence"": 0.646}"
1377,ADJACENT_TO,290,287,"{""confidence"": 0.6080000000000001}"
1378,ADJACENT_TO,289,288,"{""confidence"": 0.40291655880791183}"
1379,CONTAINS,289,290,"{""confidence"": 0.6119999999999978}"
1380,ADJACENT_TO,293,294,"{""confidence"": 0.7166432811016145}"
1381,ADJACENT_TO,295,293,"{""confidence"": 0.646}"
1382,ADJACENT_TO,296,293,"{""confidence"": 0.6080000000000001}"
1383,ADJACENT_TO,295,294,"{""confidence"": 0.646}"
1384,ADJACENT_TO,296,294,"{""confidence"": 0.6080000000000001}"
1385,CONTAINS,295,296,"{""confidence"": 0.6119999999999978}"
1386,ADJACENT_TO,302,299,"{""confidence"": 0.646}"
1387,ADJACENT_TO,303,299,"{""confidence"": 0.6080000000000001}"
1388,ADJACENT_TO,302,300,"{""confidence"": 0.646}"
1389,ADJACENT_TO,303,300,"{""confidence"": 0.6080000000000001}"
1390,ADJACENT_TO,302,301,"{""confidence"": 0.646}"
1391,ADJACENT_TO,303,301,"{""confidence"": 0.6080000000000001}"
1392,CONTAINS,302,303,"{""confidence"": 0.6119999999999962}"
1393,ADJACENT_TO,304,305,"{""confidence"": 0.46842337424201896}"
1394,ADJACENT_TO,304,306,"{""confidence"": 0.4272051634675404}"
1395,ADJACENT_TO,307,304,"{""confidence"": 0.646}"
1396,ADJACENT_TO,308,304,"{""confidence"": 0.6080000000000001}"
1397,ADJACENT_TO,307,305,"{""confidence"": 0.646}"
1398,ADJACENT_TO,308,305,"{""confidence"": 0.6080000000000001}"
1399,ADJACENT_TO,307,306,"{""confidence"": 0.646}"
1400,ADJACENT_TO,308,306,"{""confidence"": 0.6080000000000001}"
1401,CONTAINS,307,308,"{""confidence"": 0.6119999999999962}"
1402,ADJACENT_TO,311,309,"{""confidence"": 0.4459425241157557}"
1403,ADJACENT_TO,311,310,"{""confidence"": 0.40255203840221654}"
1404,CONTAINS,311,312,"{""confidence"": 0.611999999999898}"
1405,ADJACENT_TO,315,313,"{""confidence"": 0.646}"
1406,ADJACENT_TO,316,313,"{""confidence"": 0.44603253968253925}"
1407,ADJACENT_TO,315,314,"{""confidence"": 0.646}"
1408,ADJACENT_TO,316,314,"{""confidence"": 0.560384391534392}"
1409,CONTAINS,315,316,"{""confidence"": 0.6119999999999961}"
1410,ADJACENT_TO,323,324,"{""confidence"": 0.722}"
1411,ADJACENT_TO,325,323,"{""confidence"": 0.646}"
1412,ADJACENT_TO,326,323,"{""confidence"": 0.6080000000000001}"
1413,ADJACENT_TO,325,324,"{""confidence"": 0.646}"
1414,ADJACENT_TO,326,324,"{""confidence"": 0.6080000000000001}"
1415,CONTAINS,325,326,"{""confidence"": 0.611999999999898}"
1416,ADJACENT_TO,330,328,"{""confidence"": 0.646}"
1417,ADJACENT_TO,331,328,"{""confidence"": 0.6080000000000001}"
1418,ADJACENT_TO,330,329,"{""confidence"": 0.646}"
1419,ADJACENT_TO,331,329,"{""confidence"": 0.6080000000000001}"
1420,CONTAINS,330,331,"{""confidence"": 0.6119999999999044}"
1421,ADJACENT_TO,332,333,"{""confidence"": 0.722}"
1422,ADJACENT_TO,332,334,"{""confidence"": 0.3016972516820905}"
1423,ADJACENT_TO,332,335,"{""confidence"": 0.6664967616704782}"
1424,ADJACENT_TO,337,332,"{""confidence"": 0.646}"
1425,ADJACENT_TO,338,332,"{""confidence"": 0.6080000000000001}"
1426,ADJACENT_TO,333,334,"{""confidence"": 0.6659372532195763}"
1427,ADJACENT_TO,333,335,"{""confidence"": 0.6873104760440493}"
1428,ADJACENT_TO,333,336,"{""confidence"": 0.3840044176209132}"
1429,ADJACENT_TO,337,333,"{""confidence"": 0.646}"
1430,ADJACENT_TO,338,333,"{""confidence"": 0.6080000000000001}"
1431,ADJACENT_TO,334,335,"{""confidence"": 0.722}"
1432,ADJACENT_TO,337,334,"{""confidence"": 0.646}"
1433,ADJACENT_TO,338,334,"{""confidence"": 0.6080000000000001}"
1434,ADJACENT_TO,335,336,"{""confidence"": 0.5220292810091894}"
1435,ADJACENT_TO,337,335,"{""confidence"": 0.646}"
1436,ADJACENT_TO,338,335,"{""confidence"": 0.6080000000000001}"
1437,ADJACENT_TO,337,336,"{""confidence"": 0.646}"
1438,ADJACENT_TO,338,336,"{""confidence"": 0.6080000000000001}"
1439,CONTAINS,337,338,"{""confidence"": 0.6119999999999776}"
1440,ADJACENT_TO,340,341,"{""confidence"": 0.722}"
1441,ADJACENT_TO,342,340,"{""confidence"": 0.646}"
1442,ADJACENT_TO,343,340,"{""confidence"": 0.6080000000000001}"
1443,ADJACENT_TO,342,341,"{""confidence"": 0.646}"
1444,ADJACENT_TO,343,341,"{""confidence"": 0.6080000000000001}"
1445,CONTAINS,342,343,"{""confidence"": 0.6119999999999776}"
1446,ADJACENT_TO,347,345,"{""confidence"": 0.646}"
1447,ADJACENT_TO,348,345,"{""confidence"": 0.6080000000000001}"
1448,ADJACENT_TO,347,346,"{""confidence"": 0.646}"
1449,ADJACENT_TO,348,346,"{""confidence"": 0.6080000000000001}"
1450,CONTAINS,347,348,"{""confidence"": 0.6119999999999044}"
1451,ADJACENT_TO,351,349,"{""confidence"": 0.646}"
1452,ADJACENT_TO,352,349,"{""confidence"": 0.6080000000000001}"
1453,ADJACENT_TO,351,350,"{""confidence"": 0.646}"
1454,ADJACENT_TO,352,350,"{""confidence"": 0.6080000000000001}"
1455,CONTAINS,351,352,"{""confidence"": 0.6119999999999044}"
1456,CONTAINS,355,356,"{""confidence"": 0.6119999999999776}"
1457,ADJACENT_TO,360,358,"{""confidence"": 0.646}"
1458,ADJACENT_TO,361,358,"{""confidence"": 0.6080000000000001}"
1459,ADJACENT_TO,360,359,"{""confidence"": 0.646}"
1460,ADJACENT_TO,361,359,"{""confidence"": 0.6080000000000001}"
1461,CONTAINS,360,361,"{""confidence"": 0.611999999999993}"
1462,ADJACENT_TO,362,367,"{""confidence"": 0.47130555555555576}"
1463,ADJACENT_TO,362,368,"{""confidence"": 0.38833313641510403}"
1464,ADJACENT_TO,362,370,"{""confidence"": 0.7107135361444147}"
1465,ADJACENT_TO,362,372,"{""confidence"": 0.722}"
1466,ADJACENT_TO,362,373,"{""confidence"": 0.722}"
1467,ADJACENT_TO,362,376,"{""confidence"": 0.5185676229508197}"
1468,ADJACENT_TO,362,377,"{""confidence"": 0.3850009107468129}"
1469,ADJACENT_TO,362,378,"{""confidence"": 0.47996934229311305}"
1470,ADJACENT_TO,380,362,"{""confidence"": 0.646}"
1471,ADJACENT_TO,381,362,"{""confidence"": 0.6080000000000001}"
1472,ADJACENT_TO,363,364,"{""confidence"": 0.693231785063752}"
1473,ADJACENT_TO,363,369,"{""confidence"": 0.3825572785900656}"
1474,ADJACENT_TO,363,370,"{""confidence"": 0.5093360315906805}"
1475,ADJACENT_TO,363,379,"{""confidence"": 0.5700621142919283}"
1476,ADJACENT_TO,364,365,"{""confidence"": 0.6973415300546444}"
1477,ADJACENT_TO,364,370,"{""confidence"": 0.513445776581573}"
1478,ADJACENT_TO,364,379,"{""confidence"": 0.5741718592828209}"
1479,ADJACENT_TO,380,364,"{""confidence"": 0.5905341663367799}"
1480,ADJACENT_TO,381,364,"{""confidence"": 0.4189968624346163}"
1481,ADJACENT_TO,365,366,"{""confidence"": 0.7178902550091071}"
1482,ADJACENT_TO,365,370,"{""confidence"": 0.49289705162711045}"
1483,ADJACENT_TO,365,379,"{""confidence"": 0.5536231343283583}"
1484,ADJACENT_TO,380,365,"{""confidence"": 0.646}"
1485,ADJACENT_TO,381,365,"{""confidence"": 0.6080000000000001}"
1486,ADJACENT_TO,366,370,"{""confidence"": 0.48878730663621794}"
1487,ADJACENT_TO,366,371,"{""confidence"": 0.7055610200364297}"
1488,ADJACENT_TO,366,379,"{""confidence"": 0.5495133893374659}"
1489,ADJACENT_TO,380,366,"{""confidence"": 0.646}"
1490,ADJACENT_TO,381,366,"{""confidence"": 0.6080000000000001}"
1491,ADJACENT_TO,367,370,"{""confidence"": 0.7041502120544818}"
1492,ADJACENT_TO,367,371,"{""confidence"": 0.42198861566484525}"
1493,ADJACENT_TO,367,376,"{""confidence"": 0.4723607603505141}"
1494,ADJACENT_TO,367,377,"{""confidence"": 0.5460584847142222}"
1495,ADJACENT_TO,367,378,"{""confidence"": 0.713669435829272}"
1496,ADJACENT_TO,367,379,"{""confidence"": 0.6495887468395727}"
1497,ADJACENT_TO,380,367,"{""confidence"": 0.646}"
1498,ADJACENT_TO,381,367,"{""confidence"": 0.6080000000000001}"
1499,ADJACENT_TO,368,369,"{""confidence"": 0.40721574853542086}"
1500,ADJACENT_TO,368,370,"{""confidence"": 0.6211777929140301}"
1501,ADJACENT_TO,368,372,"{""confidence"": 0.3588984763451975}"
1502,ADJACENT_TO,368,377,"{""confidence"": 0.6586877123024664}"
1503,ADJACENT_TO,368,379,"{""confidence"": 0.566616327699121}"
1504,ADJACENT_TO,380,368,"{""confidence"": 0.646}"
1505,ADJACENT_TO,381,368,"{""confidence"": 0.6080000000000001}"
1506,ADJACENT_TO,369,370,"{""confidence"": 0.41957813998240967}"
1507,ADJACENT_TO,369,371,"{""confidence"": 0.3069157559198541}"
1508,ADJACENT_TO,369,379,"{""confidence"": 0.36501667476750055}"
1509,ADJACENT_TO,380,369,"{""confidence"": 0.646}"
1510,ADJACENT_TO,381,369,"{""confidence"": 0.6080000000000001}"
1511,ADJACENT_TO,370,371,"{""confidence"": 0.44768985672729233}"
1512,ADJACENT_TO,370,372,"{""confidence"": 0.4312508767637225}"
1513,ADJACENT_TO,370,373,"{""confidence"": 0.5548455424866294}"
1514,ADJACENT_TO,370,374,"{""confidence"": 0.34171714660499225}"
1515,ADJACENT_TO,370,375,"{""confidence"": 0.7152307505213978}"
1516,ADJACENT_TO,370,376,"{""confidence"": 0.3607981054912792}"
1517,ADJACENT_TO,370,377,"{""confidence"": 0.6178455672457389}"
1518,ADJACENT_TO,370,378,"{""confidence"": 0.7128139987920391}"
1519,ADJACENT_TO,370,379,"{""confidence"": 0.5536231343283585}"
1520,ADJACENT_TO,380,370,"{""confidence"": 0.646}"
1521,ADJACENT_TO,381,370,"{""confidence"": 0.6080000000000001}"
1522,ADJACENT_TO,371,372,"{""confidence"": 0.7096707650273223}"
1523,ADJACENT_TO,371,379,"{""confidence"": 0.5084159394285401}"
1524,ADJACENT_TO,380,371,"{""confidence"": 0.646}"
1525,ADJACENT_TO,381,371,"{""confidence"": 0.6080000000000001}"
1526,ADJACENT_TO,372,373,"{""confidence"": 0.7111652177512828}"
1527,ADJACENT_TO,372,378,"{""confidence"": 0.4023284842219271}"
1528,ADJACENT_TO,372,379,"{""confidence"": 0.49197695946497033}"
1529,ADJACENT_TO,380,372,"{""confidence"": 0.646}"
1530,ADJACENT_TO,381,372,"{""confidence"": 0.6080000000000001}"
1531,ADJACENT_TO,373,376,"{""confidence"": 0.713193403590944}"
1532,ADJACENT_TO,373,379,"{""confidence"": 0.4060459278372176}"
1533,ADJACENT_TO,380,373,"{""confidence"": 0.646}"
1534,ADJACENT_TO,381,373,"{""confidence"": 0.6080000000000001}"
1535,ADJACENT_TO,374,375,"{""confidence"": 0.6882413804319543}"
1536,ADJACENT_TO,374,378,"{""confidence"": 0.45109798703856036}"
1537,ADJACENT_TO,374,379,"{""confidence"": 0.40244322930624005}"
1538,ADJACENT_TO,380,374,"{""confidence"": 0.646}"
1539,ADJACENT_TO,381,374,"{""confidence"": 0.6080000000000001}"
1540,ADJACENT_TO,375,376,"{""confidence"": 0.7073223393182408}"
1541,ADJACENT_TO,375,379,"{""confidence"": 0.3951043989653604}"
1542,ADJACENT_TO,380,375,"{""confidence"": 0.646}"
1543,ADJACENT_TO,381,375,"{""confidence"": 0.6080000000000001}"
1544,ADJACENT_TO,376,379,"{""confidence"": 0.5457147231252018}"
1545,ADJACENT_TO,380,376,"{""confidence"": 0.646}"
1546,ADJACENT_TO,381,376,"{""confidence"": 0.6080000000000001}"
1547,ADJACENT_TO,377,379,"{""confidence"": 0.5632841020308297}"
1548,ADJACENT_TO,380,377,"{""confidence"": 0.646}"
1549,ADJACENT_TO,381,377,"{""confidence"": 0.6080000000000001}"
1550,ADJACENT_TO,378,379,"{""confidence"": 0.7004648699347742}"
1551,ADJACENT_TO,380,378,"{""confidence"": 0.646}"
1552,ADJACENT_TO,381,378,"{""confidence"": 0.6080000000000001}"
1553,ADJACENT_TO,380,379,"{""confidence"": 0.646}"
1554,ADJACENT_TO,381,379,"{""confidence"": 0.6080000000000001}"
1555,CONTAINS,380,381,"{""confidence"": 0.6119999999999961}"
1556,ADJACENT_TO,385,382,"{""confidence"": 0.646}"
1557,ADJACENT_TO,386,382,"{""confidence"": 0.6080000000000001}"
1558,ADJACENT_TO,383,384,"{""confidence"": 0.6125698853615524}"
1559,ADJACENT_TO,385,383,"{""confidence"": 0.646}"
1560,ADJACENT_TO,386,383,"{""confidence"": 0.6080000000000001}"
1561,ADJACENT_TO,385,384,"{""confidence"": 0.646}"
1562,ADJACENT_TO,386,384,"{""confidence"": 0.6080000000000001}"
1563,CONTAINS,385,386,"{""confidence"": 0.6119999999999961}"
1564,ADJACENT_TO,389,387,"{""confidence"": 0.646}"
1565,ADJACENT_TO,390,387,"{""confidence"": 0.6080000000000001}"
1566,ADJACENT_TO,389,388,"{""confidence"": 0.646}"
1567,ADJACENT_TO,390,388,"{""confidence"": 0.6020429745357369}"
1568,CONTAINS,389,390,"{""confidence"": 0.6119999999999962}"
1569,ADJACENT_TO,391,392,"{""confidence"": 0.722}"
1570,ADJACENT_TO,394,391,"{""confidence"": 0.646}"
1571,ADJACENT_TO,395,391,"{""confidence"": 0.6080000000000001}"
1572,ADJACENT_TO,392,393,"{""confidence"": 0.4032599206349206}"
1573,ADJACENT_TO,394,392,"{""confidence"": 0.646}"
1574,ADJACENT_TO,395,392,"{""confidence"": 0.6080000000000001}"
1575,ADJACENT_TO,394,393,"{""confidence"": 0.646}"
1576,ADJACENT_TO,395,393,"{""confidence"": 0.6080000000000001}"
1577,CONTAINS,394,395,"{""confidence"": 0.6119999999999961}"
1578,ADJACENT_TO,400,397,"{""confidence"": 0.646}"
1579,ADJACENT_TO,401,397,"{""confidence"": 0.4456420574026713}"
1580,ADJACENT_TO,398,399,"{""confidence"": 0.40654816709292435}"
1581,ADJACENT_TO,400,398,"{""confidence"": 0.646}"
1582,ADJACENT_TO,401,398,"{""confidence"": 0.6080000000000001}"
1583,ADJACENT_TO,400,399,"{""confidence"": 0.646}"
1584,ADJACENT_TO,401,399,"{""confidence"": 0.6080000000000001}"
1585,CONTAINS,400,401,"{""confidence"": 0.6119999999999961}"
1586,ADJACENT_TO,402,403,"{""confidence"": 0.6324662698412699}"
1587,ADJACENT_TO,402,404,"{""confidence"": 0.6682797619047619}"
1588,ADJACENT_TO,405,402,"{""confidence"": 0.646}"
1589,ADJACENT_TO,406,402,"{""confidence"": 0.6080000000000001}"
1590,ADJACENT_TO,405,403,"{""confidence"": 0.646}"
1591,ADJACENT_TO,406,403,"{""confidence"": 0.6080000000000001}"
1592,ADJACENT_TO,405,404,"{""confidence"": 0.646}"
1593,ADJACENT_TO,406,404,"{""confidence"": 0.6080000000000001}"
1594,CONTAINS,405,406,"{""confidence"": 0.6119999999999961}"
1595,ADJACENT_TO,409,410,"{""confidence"": 0.45793957046778533}"
1596,ADJACENT_TO,409,411,"{""confidence"": 0.45455494162062166}"
1597,ADJACENT_TO,412,409,"{""confidence"": 0.646}"
1598,ADJACENT_TO,413,409,"{""confidence"": 0.6080000000000001}"
1599,ADJACENT_TO,410,411,"{""confidence"": 0.6633330999824988}"
1600,CONTAINS,412,413,"{""confidence"": 0.6119999999999651}"
1601,ADJACENT_TO,414,416,"{""confidence"": 0.4795961054221922}"
1602,ADJACENT_TO,415,416,"{""confidence"": 0.30330236391105947}"
1603,ADJACENT_TO,420,415,"{""confidence"": 0.646}"
1604,ADJACENT_TO,421,415,"{""confidence"": 0.6080000000000001}"
1605,ADJACENT_TO,416,417,"{""confidence"": 0.5567246173333129}"
1606,ADJACENT_TO,416,418,"{""confidence"": 0.7216651512932735}"
1607,ADJACENT_TO,420,416,"{""confidence"": 0.646}"
1608,ADJACENT_TO,421,416,"{""confidence"": 0.6080000000000001}"
1609,ADJACENT_TO,417,418,"{""confidence"": 0.6331330287000965}"
1610,ADJACENT_TO,417,419,"{""confidence"": 0.5842705144444275}"
1611,ADJACENT_TO,420,417,"{""confidence"": 0.646}"
1612,ADJACENT_TO,421,417,"{""confidence"": 0.6080000000000001}"
1613,ADJACENT_TO,420,418,"{""confidence"": 0.646}"
1614,ADJACENT_TO,421,418,"{""confidence"": 0.6080000000000001}"
1615,ADJACENT_TO,420,419,"{""confidence"": 0.33893388082749787}"
1616,CONTAINS,420,421,"{""confidence"": 0.6119999999999779}"
1617,ADJACENT_TO,422,423,"{""confidence"": 0.4132917478265004}"
1618,ADJACENT_TO,424,422,"{""confidence"": 0.646}"
1619,ADJACENT_TO,425,422,"{""confidence"": 0.6080000000000001}"
1620,ADJACENT_TO,424,423,"{""confidence"": 0.646}"
1621,ADJACENT_TO,425,423,"{""confidence"": 0.6080000000000001}"
1622,CONTAINS,424,425,"{""confidence"": 0.611999999999825}"
1623,ADJACENT_TO,426,427,"{""confidence"": 0.7108628370457204}"
1624,ADJACENT_TO,428,426,"{""confidence"": 0.646}"
1625,ADJACENT_TO,429,426,"{""confidence"": 0.6080000000000001}"
1626,ADJACENT_TO,428,427,"{""confidence"": 0.646}"
1627,ADJACENT_TO,429,427,"{""confidence"": 0.6080000000000001}"
1628,CONTAINS,428,429,"{""confidence"": 0.611999999999979}"
1629,ADJACENT_TO,430,431,"{""confidence"": 0.6945115740740736}"
1630,ADJACENT_TO,433,430,"{""confidence"": 0.646}"
1631,ADJACENT_TO,434,430,"{""confidence"": 0.6080000000000001}"
1632,ADJACENT_TO,433,431,"{""confidence"": 0.646}"
1633,ADJACENT_TO,434,431,"{""confidence"": 0.6080000000000001}"
1634,ADJACENT_TO,433,432,"{""confidence"": 0.5578387345679011}"
1635,ADJACENT_TO,434,432,"{""confidence"": 0.38822469135802457}"
1636,CONTAINS,433,434,"{""confidence"": 0.6119999999999949}"
1637,CONTAINS,437,438,"{""confidence"": 0.6119999999999776}"
1638,ADJACENT_TO,440,446,"{""confidence"": 0.700156790076769}"
1639,ADJACENT_TO,441,442,"{""confidence"": 0.6729964830011719}"
1640,ADJACENT_TO,441,443,"{""confidence"": 0.6157299096169119}"
1641,ADJACENT_TO,441,446,"{""confidence"": 0.7068390878493364}"
1642,ADJACENT_TO,447,441,"{""confidence"": 0.646}"
1643,ADJACENT_TO,448,441,"{""confidence"": 0.6080000000000001}"
1644,ADJACENT_TO,442,444,"{""confidence"": 0.5710375524713531}"
1645,ADJACENT_TO,442,445,"{""confidence"": 0.530081533865295}"
1646,ADJACENT_TO,442,446,"{""confidence"": 0.6934744923042018}"
1647,ADJACENT_TO,447,442,"{""confidence"": 0.646}"
1648,ADJACENT_TO,448,442,"{""confidence"": 0.6080000000000001}"
1649,ADJACENT_TO,443,446,"{""confidence"": 0.6919655863555572}"
1650,ADJACENT_TO,447,443,"{""confidence"": 0.646}"
1651,ADJACENT_TO,448,443,"{""confidence"": 0.6080000000000001}"
1652,ADJACENT_TO,444,446,"{""confidence"": 0.4953766970464774}"
1653,ADJACENT_TO,447,444,"{""confidence"": 0.646}"
1654,ADJACENT_TO,448,444,"{""confidence"": 0.6080000000000001}"
1655,ADJACENT_TO,445,446,"{""confidence"": 0.6865047838747494}"
1656,ADJACENT_TO,447,445,"{""confidence"": 0.646}"
1657,ADJACENT_TO,448,445,"{""confidence"": 0.6080000000000001}"
1658,CONTAINS,447,448,"{""confidence"": 0.6119999999999776}"
1659,ADJACENT_TO,449,450,"{""confidence"": 0.4826196560886946}"
1660,ADJACENT_TO,451,449,"{""confidence"": 0.646}"
1661,ADJACENT_TO,452,449,"{""confidence"": 0.6080000000000001}"
1662,ADJACENT_TO,451,450,"{""confidence"": 0.646}"
1663,ADJACENT_TO,452,450,"{""confidence"": 0.6080000000000001}"
1664,CONTAINS,451,452,"{""confidence"": 0.6119999999999874}"
1665,ADJACENT_TO,460,456,"{""confidence"": 0.3329200497879668}"
1666,ADJACENT_TO,457,459,"{""confidence"": 0.5391305342075171}"
1667,ADJACENT_TO,460,457,"{""confidence"": 0.646}"
1668,ADJACENT_TO,461,457,"{""confidence"": 0.6080000000000001}"
1669,ADJACENT_TO,460,458,"{""confidence"": 0.3983680691242241}"
1670,ADJACENT_TO,460,459,"{""confidence"": 0.646}"
1671,ADJACENT_TO,461,459,"{""confidence"": 0.6080000000000001}"
1672,CONTAINS,460,461,"{""confidence"": 0.6119999999999776}"
1673,ADJACENT_TO,462,463,"{""confidence"": 0.6885885111371627}"
1674,ADJACENT_TO,462,464,"{""confidence"": 0.5883540445486519}"
1675,ADJACENT_TO,465,462,"{""confidence"": 0.646}"
1676,ADJACENT_TO,466,462,"{""confidence"": 0.5210160218835483}"
1677,ADJACENT_TO,465,463,"{""confidence"": 0.646}"
1678,ADJACENT_TO,466,463,"{""confidence"": 0.6080000000000001}"
1679,ADJACENT_TO,465,464,"{""confidence"": 0.646}"
1680,ADJACENT_TO,466,464,"{""confidence"": 0.5710355607659232}"
1681,CONTAINS,465,466,"{""confidence"": 0.611999999999979}"
1682,ADJACENT_TO,469,467,"{""confidence"": 0.646}"
1683,ADJACENT_TO,470,467,"{""confidence"": 0.6080000000000001}"
1684,ADJACENT_TO,469,468,"{""confidence"": 0.646}"
1685,ADJACENT_TO,470,468,"{""confidence"": 0.6080000000000001}"
1686,CONTAINS,469,470,"{""confidence"": 0.6119999999999776}"
1687,ADJACENT_TO,471,473,"{""confidence"": 0.5685136054421771}"
1688,ADJACENT_TO,475,471,"{""confidence"": 0.5864560303287984}"
1689,ADJACENT_TO,476,471,"{""confidence"": 0.36955861678004553}"
1690,ADJACENT_TO,472,474,"{""confidence"": 0.7006824452003023}"
1691,ADJACENT_TO,475,472,"{""confidence"": 0.646}"
1692,ADJACENT_TO,476,472,"{""confidence"": 0.6080000000000001}"
1693,ADJACENT_TO,473,474,"{""confidence"": 0.41502721088435396}"
1694,CONTAINS,475,476,"{""confidence"": 0.6119999999999961}"
1695,ADJACENT_TO,483,484,"{""confidence"": 0.48107287157287154}"
1696,ADJACENT_TO,483,490,"{""confidence"": 0.5136305916305913}"
1697,ADJACENT_TO,491,483,"{""confidence"": 0.646}"
1698,ADJACENT_TO,492,483,"{""confidence"": 0.6080000000000001}"
1699,ADJACENT_TO,484,485,"{""confidence"": 0.4875844155844154}"
1700,ADJACENT_TO,491,484,"{""confidence"": 0.646}"
1701,ADJACENT_TO,492,484,"{""confidence"": 0.6080000000000001}"
1702,ADJACENT_TO,485,486,"{""confidence"": 0.6275826118326122}"
1703,ADJACENT_TO,491,485,"{""confidence"": 0.646}"
1704,ADJACENT_TO,492,485,"{""confidence"": 0.6080000000000001}"
1705,ADJACENT_TO,486,487,"{""confidence"": 0.4940959595959592}"
1706,ADJACENT_TO,491,486,"{""confidence"": 0.5386246392496393}"
1707,ADJACENT_TO,492,486,"{""confidence"": 0.32454083694083696}"
1708,ADJACENT_TO,491,488,"{""confidence"": 0.646}"
1709,ADJACENT_TO,492,488,"{""confidence"": 0.6080000000000001}"
1710,ADJACENT_TO,489,490,"{""confidence"": 0.6601403318903315}"
1711,ADJACENT_TO,491,490,"{""confidence"": 0.5881466450216448}"
1712,ADJACENT_TO,492,490,"{""confidence"": 0.3711497835497833}"
1713,CONTAINS,491,492,"{""confidence"": 0.6119999999999961}"
1714,ADJACENT_TO,496,493,"{""confidence"": 0.646}"
1715,ADJACENT_TO,497,493,"{""confidence"": 0.6080000000000001}"
1716,ADJACENT_TO,494,495,"{""confidence"": 0.6901470588235292}"
1717,ADJACENT_TO,496,494,"{""confidence"": 0.646}"
1718,ADJACENT_TO,497,494,"{""confidence"": 0.6080000000000001}"
1719,ADJACENT_TO,496,495,"{""confidence"": 0.646}"
1720,ADJACENT_TO,497,495,"{""confidence"": 0.6080000000000001}"
1721,CONTAINS,496,497,"{""confidence"": 0.611999999999996}"
1722,ADJACENT_TO,500,498,"{""confidence"": 0.646}"
1723,ADJACENT_TO,501,498,"{""confidence"": 0.6080000000000001}"
1724,ADJACENT_TO,500,499,"{""confidence"": 0.646}"
1725,ADJACENT_TO,501,499,"{""confidence"": 0.6080000000000001}"
1726,CONTAINS,500,501,"{""confidence"": 0.6119999999999963}"
1727,ADJACENT_TO,504,505,"{""confidence"": 0.667333954782197}"
1728,ADJACENT_TO,504,506,"{""confidence"": 0.6602119535195708}"
1729,ADJACENT_TO,508,504,"{""confidence"": 0.646}"
1730,ADJACENT_TO,509,504,"{""confidence"": 0.6080000000000001}"
1731,ADJACENT_TO,505,506,"{""confidence"": 0.6276334832702019}"
1732,ADJACENT_TO,505,507,"{""confidence"": 0.6148138809974747}"
1733,ADJACENT_TO,508,505,"{""confidence"": 0.646}"
1734,ADJACENT_TO,509,505,"{""confidence"": 0.6080000000000001}"
1735,ADJACENT_TO,506,507,"{""confidence"": 0.6076918797348486}"
1736,ADJACENT_TO,508,506,"{""confidence"": 0.646}"
1737,ADJACENT_TO,509,506,"{""confidence"": 0.6080000000000001}"
1738,ADJACENT_TO,508,507,"{""confidence"": 0.646}"
1739,ADJACENT_TO,509,507,"{""confidence"": 0.6080000000000001}"
1740,CONTAINS,508,509,"{""confidence"": 0.6119999999999952}"
1741,ADJACENT_TO,510,511,"{""confidence"": 0.58509499626587}"
1742,ADJACENT_TO,510,512,"{""confidence"": 0.4375136669156088}"
1743,ADJACENT_TO,510,513,"{""confidence"": 0.5899748319641521}"
1744,ADJACENT_TO,514,510,"{""confidence"": 0.646}"
1745,ADJACENT_TO,515,510,"{""confidence"": 0.6080000000000001}"
1746,ADJACENT_TO,514,511,"{""confidence"": 0.32158089463530026}"
1747,ADJACENT_TO,512,513,"{""confidence"": 0.6799417475728156}"
1748,ADJACENT_TO,514,512,"{""confidence"": 0.646}"
1749,ADJACENT_TO,515,512,"{""confidence"": 0.6080000000000001}"
1750,ADJACENT_TO,514,513,"{""confidence"": 0.646}"
1751,ADJACENT_TO,515,513,"{""confidence"": 0.6080000000000001}"
1752,CONTAINS,514,515,"{""confidence"": 0.611999999999995}"
1753,ADJACENT_TO,519,521,"{""confidence"": 0.6860912404894375}"
1754,ADJACENT_TO,522,519,"{""confidence"": 0.646}"
1755,ADJACENT_TO,523,519,"{""confidence"": 0.6080000000000001}"
1756,ADJACENT_TO,522,520,"{""confidence"": 0.646}"
1757,ADJACENT_TO,523,520,"{""confidence"": 0.6080000000000001}"
1758,ADJACENT_TO,522,521,"{""confidence"": 0.646}"
1759,ADJACENT_TO,523,521,"{""confidence"": 0.6080000000000001}"
1760,CONTAINS,522,523,"{""confidence"": 0.611999999999979}"
1761,ADJACENT_TO,524,526,"{""confidence"": 0.44607180104821753}"
1762,ADJACENT_TO,527,524,"{""confidence"": 0.646}"
1763,ADJACENT_TO,528,524,"{""confidence"": 0.6080000000000001}"
1764,ADJACENT_TO,525,526,"{""confidence"": 0.6731296312958706}"
1765,ADJACENT_TO,527,525,"{""confidence"": 0.646}"
1766,ADJACENT_TO,528,525,"{""confidence"": 0.6080000000000001}"
